R1	Q1	R2	Q2
613357768	95699223	613376197	95717589
29159569	19681513	29186027	19707983
935814319	149574554	935840334	149600593
581350430	128381448	581364781	128395780
567734716	465221201	567753484	465239951
600834111	167152470	600854574	167172863
334189706	285314134	334217641	285342168
972537433	151672478	972553108	151688162
404141619	254895387	404148385	254902151
404141619	349579343	404148385	349586107
246270342	92008581	246281903	92020098
246564533	92318914	246579721	92334088
600586874	166907543	600591505	166912162
585857022	90726514	585870099	90739580
613356421	95694108	613361551	95699224
1007948699	327316177	1007958781	327326259
935036619	148603108	935053023	148619513
260277638	36614215	260292382	36628967
567732500	461614912	567751848	461634245
612196656	94491663	612207773	94502754
879637742	277301374	879656164	277319783
915227296	70421	915288226	131361
247524940	74183642	247532390	74191115
924450430	237744891	924464207	237758691
249795316	76503220	249800627	76508539
602225524	34289539	602229348	34293359
607612767	46162077	607617585	46166900
262939634	227367706	262947290	227375329
259005842	68646945	259008672	68649768
804829285	203430534	804846271	203447514
261482654	37780199	261485650	37783195
915314660	58439498	915353513	58478377
606667018	180091753	606679530	180104240
613088711	95425527	613099239	95436036
275072188	477281458	275092099	477301351
606982496	45526348	606995400	45539236
592559732	69323437	592600151	69363857
972555091	148740362	972569179	148754452
765322933	218394740	765339706	218411516
614128663	96823689	614136529	96831576
565140211	196437290	565159847	196456936
260134958	36474474	260140666	36480178
599150772	165458018	599156481	165463730
602251055	34322892	602254415	34326253
589411582	143640144	589435290	143663843
711000663	400265211	711027999	400292619
995082600	403387442	995099544	403404429
890200885	338686811	890227694	338713733
979966793	238513689	979974195	238521072
606436287	179848663	606454622	179866954
614202555	183172489	614225581	183195512
32501391	105940493	32508625	105947710
599259965	165584655	599268386	165593053
227704637	162750038	227716090	162761482
260652149	36983055	260679070	37009998
599506238	165831661	599558765	165884123
936810853	148722567	936826537	148738242
607386610	45939522	607389813	45942715
39682197	104242651	39685233	104245687
602075018	34123759	602099934	34148710
138567725	356168060	138581885	356182200
934964632	148540291	934999453	148575068
635746532	283846441	635752111	283852019
589542228	143775826	589565904	143799502
746864229	358845964	746877769	358859426
34227791	214372790	34253989	214398965
924092261	147938076	924103082	147948905
924092261	288962699	924103082	288973528
607483594	46031922	607488829	46037167
599602588	165928883	599609197	165935474
765694010	297288593	765716609	297311308
261037675	37359815	261043264	37365405
935647802	400127312	935666942	400146460
614785121	219731370	614800020	219746273
246250000	91988780	246252879	91991663
590254392	224091660	590257784	224095047
915570985	197476515	915582527	197488060
220481977	155253888	220489621	155261516
995742204	255566956	995754098	255578849
995742205	50242139	995754100	50254033
995742204	259172817	995754100	259184712
995742204	477440514	995754100	477452409
239628000	59470967	239630714	59473685
936599053	246901282	936606031	246908261
603289155	35403897	603293576	35408316
275077108	440076529	275097681	440097089
567745572	455288862	567749150	455292440
599747347	166054249	599759445	166066335
995742000	255603275	995754100	255615374
598407271	148111605	598416300	148120632
246210629	91961862	246214380	91965613
753857066	433534466	753870365	433547777
53950165	291911832	53957307	291919006
980069216	432266329	980087822	432284938
262628538	160995581	262632295	160999327
241393973	110972095	241397734	110975853
308580771	179452897	308602849	179474913
589988386	212697922	590019864	212729415
608794921	47407212	608798172	47410457
258191595	9363250	258194333	9365988
602749297	34824364	602758212	34833237
255141431	6670763	255145546	6674865
29378798	19920910	29394887	19937013
195239368	99373079	195265961	99399653
914441997	197555291	914455549	197568848
246820178	92613764	246832366	92625957
936568570	403583328	936591090	403605850
924092261	147927178	924103082	147938002
614732882	96416553	614741819	96425499
585293358	635138	585305239	647017
170639641	114999709	170647716	115007797
41877969	210531032	41906690	210559763
766580041	253876159	766587076	253883219
881479896	71017624	881494535	71032274
260009988	36337159	260014466	36341639
724707678	388695610	724746431	388734349
251536173	4016160	251541170	4021149
611439335	253876158	611446394	253883224
397443943	26360944	397450326	26367327
600752681	167073521	600765955	167086763
602577885	34629947	602590491	34642558
879605588	277269311	879629083	277292810
556066553	21296989	556073635	21304039
598589009	148268869	598611966	148291830
805239169	401078992	805251625	401091433
270652248	138247934	270677165	138272845
247107775	92904698	247114865	92911784
754214103	71447885	754218254	71452041
236403861	479701419	236410283	479707820
752523989	475029742	752543219	475048976
925137995	300973783	925147015	300982808
260532840	36871219	260539962	36878323
600476838	166783315	600498322	166804849
980096555	273397381	980109755	273410578
883895768	80561635	883910031	80575894
606544965	179971191	606548620	179974841
933104970	435246927	933131785	435273750
33505374	109371916	33508510	109375050
879315488	150414215	879335880	150434580
973227520	445002494	973241222	445016269
955528193	207513223	955550595	207535690
606489518	179884254	606495098	179889832
614733120	96365036	614741819	96373751
614733120	96834407	614741819	96843122
430231490	456953316	430257790	456979607
601142776	32926022	601157930	32941189
600303160	166639663	600324091	166660587
27666226	118940333	27669192	118943303
601882464	33841646	601887513	33846713
292764700	291911837	292771835	291919006
710682156	417631703	710699640	417649115
679579137	193960815	679595736	193977421
598552005	148232702	598555855	148236551
601701923	33661732	601709442	33669271
40539880	105028727	40552156	105040981
614681725	183184808	614694337	183197421
603791915	72564947	603795425	72568452
28271295	119513111	28276033	119517853
585248339	588686	585262721	603104
985475995	263753093	985485840	263762927
374672906	390129018	374692041	390148148
975792825	346348316	975800038	346355522
602136404	34192034	602144837	34200483
32032840	105500218	32060978	105528314
954263345	334955355	954276902	334968882
954263345	448284043	954276902	448297570
603187403	35280432	603203936	35296932
914985302	198076909	914999563	198091169
29307426	19824459	29318339	19835365
613410209	18103612	613414789	18108186
28726489	19229841	28743731	19247098
328883459	447061930	328891377	447069865
592611663	69381091	592625427	69394850
253164266	5548609	253170970	5555292
602014484	34053371	602025245	34064139
766580041	152339561	766587076	152346628
950971449	382695783	950976022	382700378
935204474	148756028	935234339	148785904
924851094	177862947	924853925	177865775
925137995	237720051	925147015	237729070
937360955	224062545	937375649	224077241
524610905	74279473	524617791	74286377
239399938	177075078	239411790	177086943
879275280	150375112	879309466	150409305
882626826	248449738	882646642	248469589
614203624	183245979	614225581	183267926
733912892	427562284	733939670	427588969
398748761	27462528	398757984	27471757
963281016	428629119	963300720	428648730
924092261	147972363	924103082	147983193
614648837	192732232	614658063	192741466
611571844	93863739	611596532	93888451
245253320	184255468	245259728	184261863
805359640	391160545	805362311	391163207
260328532	36657862	260336196	36665520
715475717	385877733	715492235	385894324
599895468	166204365	599901871	166210785
880143021	127690497	880161404	127708877
374674053	390130165	374692041	390148148
246352944	92082967	246359903	92089928
22240604	118636439	22243457	118639289
879971654	186171082	879990224	186189649
489684154	198925254	489703803	198944887
973591111	186478150	973598800	186485822
667084008	337779183	667105827	337800950
795277648	424860251	795290169	424872797
973252403	284758263	973299707	284805564
666378312	217672964	666396929	217691597
962336392	353710771	962344957	353719384
962336392	353710771	962344957	353719384
924352549	381950295	924369041	381966796
1006499291	290569947	1006509139	290579818
933957107	93272066	933978291	93293260
263261550	39689406	263264775	39692642
714907404	410189953	714927859	410210421
588868846	10876632	588885936	10893723
270073444	137746887	270092877	137766323
936664455	151521588	936670577	151527711
261568874	37880016	261577340	37888460
912192919	179312982	912229289	179349339
34100084	214262385	34109630	214271916
680987580	206561127	680994961	206568519
753806298	487308646	753822840	487325212
934074864	142930829	934092366	142948331
334190495	285314923	334217641	285342168
879526979	70809606	879545572	70828198
925137995	237709502	925147015	237718521
925137995	301002431	925147015	301011450
585470418	814621	585488088	832319
636479730	352773384	636495941	352789627
849735147	417129872	849740930	417135643
462887249	363534440	462901358	363548471
612883031	95195840	612892419	95205246
252125095	4672448	252138654	4686006
34191848	214343438	34200715	214352289
606143295	149220772	606147805	149225298
279374250	149928451	279384014	149938229
883387220	62646765	883392447	62652020
880069982	127619078	880080844	127629951
664476160	50679504	664486484	50689838
301942071	134310109	301952581	134320611
682506538	133310880	682528316	133332645
600870522	306805437	600885395	306820289
600870522	32674858	600885395	32689710
600806659	167124287	600812285	167129895
432622536	450560677	432626893	450565012
714684191	463313156	714693446	463322413
880918690	80879187	880930865	80891349
599192344	165513484	599207571	165528750
28696855	19195358	28701026	19199540
932966869	389689244	932974865	389697240
249202654	75979492	249208283	75985130
882471560	128286517	882494989	128309986
601735431	33704624	601738342	33707529
934116396	10744206	934122221	10750029
949180912	178272835	949205099	178297013
598718558	165095510	598729459	165106432
40570973	105056898	40579170	105065087
881084345	164486416	881107855	164509944
247493921	74136144	247499028	74141245
844203798	385860399	844221046	385877733
161858862	411863904	161867256	411872264
83135695	223133090	83162896	223160259
929274091	53590565	929281396	53597862
600245665	166579068	600254618	166587991
373826301	474605940	373836901	474616518
1006499291	344635314	1006509139	344645185
1006499291	319890330	1006509139	319900201
601493984	33315572	601516623	33338224
606379436	378335378	606383459	378339391
585870099	90739718	585882174	90751794
753050344	55470901	753071546	55492121
879843426	186050635	879852214	186059421
944567479	301700394	944582413	301715410
327161703	85648109	327168653	85655065
28581783	19069073	28584895	19072180
585417680	763636	585424089	770045
600078260	166403130	600097842	166422686
879995824	186194889	880012683	186211718
601318205	33131860	601324974	33138640
41842600	210492517	41853041	210502956
609160207	47797879	609167518	47805213
144979395	139016343	144983964	139020922
